visit_datetime,rolling_avg_wait_time,rolling_avg_satisfaction,rolling_left_without_being_seen_rate,rolling_avg_nurse_patient_ratio,anomaly_count
2024-03-15T20:50:07.000000,68.24,3.0,0.0,3.22,0
2024-03-15T23:52:40.000000,68.1,3.02,0.0,3.22,0
2024-03-16T01:55:58.000000,69.62,2.96,0.0,3.28,0
2024-03-16T03:38:45.000000,69.82,2.94,0.0,3.3,0
2024-03-16T03:44:27.000000,69.52,2.94,0.0,3.26,0
2024-03-16T04:21:35.000000,70.56,2.9,0.0,3.28,0
2024-03-16T06:07:01.000000,72.78,2.84,0.02,3.32,0
2024-03-16T08:06:56.000000,71.4,2.86,0.02,3.32,0
2024-03-16T08:24:51.000000,71.74,2.86,0.02,3.36,0
2024-03-16T08:52:12.000000,69.18,2.94,0.02,3.32,0
2024-03-16T09:32:06.000000,72.16,2.86,0.02,3.38,0
2024-03-16T10:40:31.000000,71.24,2.9,0.02,3.36,0
2024-03-16T10:52:03.000000,69.2,2.92,0.02,3.34,0
2024-03-16T11:03:49.000000,71.62,2.84,0.02,3.42,0
2024-03-16T16:49:15.000000,69.8,2.88,0.02,3.38,0
2024-03-16T19:42:34.000000,68.54,2.88,0.04,3.38,0
2024-03-16T20:38:39.000000,70.2,2.86,0.06,3.38,0
2024-03-17T01:31:07.000000,70.74,2.84,0.06,3.42,0
2024-03-17T06:52:38.000000,69.2,2.88,0.06,3.38,0
2024-03-17T11:13:38.000000,68.7,2.9,0.06,3.36,0
2024-03-17T13:40:01.000000,65.64,2.96,0.06,3.28,0
2024-03-17T14:49:55.000000,64.78,3.0,0.06,3.24,0
2024-03-17T15:31:23.000000,65.32,2.98,0.06,3.24,0
2024-03-17T19:14:35.000000,66.02,2.96,0.06,3.24,0
2024-03-17T19:59:55.000000,67.32,2.9,0.06,3.26,0
2024-03-18T03:17:06.000000,68.86,2.84,0.06,3.3,0
2024-03-18T07:49:16.000000,68.14,2.84,0.06,3.28,0
2024-03-18T10:02:02.000000,73.32,2.78,0.06,3.32,0
2024-03-18T10:24:52.000000,72.76,2.82,0.06,3.28,0
2024-03-18T10:26:53.000000,72.6,2.82,0.06,3.28,0
2024-03-18T10:40:43.000000,72.66,2.82,0.06,3.3,0
2024-03-18T14:05:47.000000,70.78,2.86,0.06,3.26,0
2024-03-18T16:28:28.000000,71.7,2.84,0.06,3.26,0
2024-03-18T17:33:15.000000,73.28,2.78,0.06,3.28,0
2024-03-18T18:11:54.000000,73.66,2.78,0.06,3.28,0
2024-03-18T19:04:38.000000,73.42,2.78,0.06,3.24,0
2024-03-18T21:38:48.000000,75.64,2.74,0.06,3.26,0
2024-03-18T22:33:25.000000,78.14,2.7,0.06,3.28,0
2024-03-18T23:46:41.000000,78.06,2.7,0.06,3.3,0
2024-03-19T00:04:28.000000,78.14,2.7,0.06,3.3,0
2024-03-19T01:11:15.000000,80.08,2.64,0.06,3.36,0
2024-03-19T07:45:03.000000,79.98,2.64,0.06,3.36,0
2024-03-19T09:06:20.000000,82.7,2.6,0.06,3.36,0
2024-03-19T10:28:11.000000,82.04,2.64,0.06,3.36,0
2024-03-19T10:48:12.000000,82.7,2.6,0.06,3.4,0
2024-03-19T11:37:13.000000,81.36,2.66,0.06,3.36,0
2024-03-19T14:46:44.000000,80.88,2.66,0.06,3.38,0
2024-03-19T16:12:26.000000,82.62,2.66,0.08,3.38,0
2024-03-19T18:45:19.000000,82.7,2.64,0.08,3.38,0
2024-03-19T19:23:30.000000,85.08,2.6,0.08,3.38,0
2024-03-19T19:49:42.000000,83.64,2.64,0.08,3.36,0
2024-03-19T20:08:36.000000,84.52,2.6,0.08,3.36,0
2024-03-19T21:32:53.000000,84.5,2.6,0.08,3.36,0
2024-03-19T23:48:51.000000,85.88,2.54,0.08,3.38,0
2024-03-20T00:14:27.000000,86.66,2.52,0.08,3.44,0
2024-03-20T04:29:24.000000,88.9,2.5,0.1,3.44,1
2024-03-20T07:08:01.000000,86.72,2.56,0.08,3.42,0
2024-03-20T07:08:25.000000,86.84,2.56,0.08,3.4,0
2024-03-20T13:31:17.000000,89.58,2.5,0.08,3.42,0
2024-03-20T17:19:33.000000,90.22,2.46,0.08,3.44,1
2024-03-20T18:13:30.000000,87.34,2.54,0.08,3.42,0
2024-03-20T21:32:33.000000,87.62,2.52,0.08,3.46,0
2024-03-20T22:41:38.000000,89.32,2.5,0.08,3.5,0
2024-03-20T23:25:22.000000,86.74,2.58,0.08,3.44,0
2024-03-21T04:44:55.000000,87.34,2.56,0.08,3.48,0
2024-03-21T04:51:01.000000,86.18,2.58,0.06,3.46,0
2024-03-21T05:25:15.000000,83.22,2.64,0.04,3.4,0
2024-03-21T10:11:17.000000,84.9,2.58,0.04,3.4,0
2024-03-21T10:17:21.000000,85.48,2.58,0.04,3.44,0
2024-03-21T10:48:03.000000,85.56,2.56,0.04,3.44,0
2024-03-21T11:17:01.000000,86.12,2.56,0.04,3.48,0
2024-03-21T12:26:00.000000,86.66,2.52,0.04,3.5,0
2024-03-21T12:57:53.000000,87.24,2.5,0.04,3.52,0
2024-03-21T16:04:26.000000,85.78,2.54,0.04,3.46,0
2024-03-21T17:59:41.000000,84.0,2.6,0.04,3.4,0
2024-03-21T22:23:11.000000,86.06,2.58,0.06,3.44,0
2024-03-21T23:13:45.000000,87.22,2.58,0.06,3.48,0
2024-03-22T00:53:53.000000,81.98,2.62,0.06,3.46,0
2024-03-22T02:21:51.000000,81.7,2.62,0.06,3.48,0
2024-03-22T06:13:17.000000,78.64,2.7,0.06,3.4,0
2024-03-22T13:25:03.000000,77.7,2.74,0.06,3.34,0
2024-03-22T13:58:01.000000,78.4,2.72,0.06,3.34,0
2024-03-22T14:04:18.000000,78.14,2.72,0.06,3.34,0
2024-03-22T14:14:27.000000,78.0,2.72,0.06,3.32,0
2024-03-22T15:45:42.000000,76.4,2.76,0.06,3.28,0
2024-03-22T16:09:12.000000,80.44,2.68,0.06,3.36,0
2024-03-22T16:52:13.000000,77.98,2.74,0.06,3.34,0
2024-03-22T20:00:51.000000,75.76,2.78,0.06,3.34,0
2024-03-22T20:02:13.000000,75.32,2.8,0.06,3.34,0
2024-03-23T02:52:38.000000,74.18,2.82,0.06,3.32,0
2024-03-23T03:57:53.000000,72.9,2.86,0.06,3.28,0
2024-03-23T04:46:45.000000,73.88,2.82,0.06,3.34,0
2024-03-23T09:08:04.000000,70.1,2.9,0.06,3.28,0
2024-03-23T11:39:46.000000,68.72,2.94,0.06,3.24,0
2024-03-23T14:04:01.000000,68.78,2.96,0.06,3.26,0
2024-03-23T14:12:04.000000,68.82,2.96,0.06,3.26,0
2024-03-23T15:11:13.000000,70.88,2.92,0.06,3.26,0
2024-03-23T16:26:27.000000,68.06,2.96,0.04,3.24,0
2024-03-23T17:06:02.000000,67.74,2.98,0.04,3.22,0
2024-03-23T17:49:00.000000,66.48,3.0,0.04,3.22,0
2024-03-24T01:14:50.000000,65.62,3.02,0.04,3.2,0
2024-03-24T02:36:09.000000,64.92,3.04,0.04,3.2,0
2024-03-24T05:22:43.000000,63.98,3.06,0.04,3.2,0
2024-03-24T06:03:14.000000,62.58,3.12,0.04,3.2,0
2024-03-24T06:03:34.000000,62.18,3.14,0.04,3.18,0
2024-03-24T09:51:28.000000,58.46,3.22,0.02,3.14,0
2024-03-24T10:30:06.000000,58.26,3.22,0.02,3.14,0
2024-03-24T11:41:23.000000,58.32,3.22,0.02,3.14,0
2024-03-24T14:55:19.000000,55.4,3.28,0.02,3.12,0
2024-03-24T16:48:02.000000,55.5,3.28,0.02,3.12,0
2024-03-24T18:48:34.000000,55.22,3.28,0.02,3.08,0
2024-03-24T19:25:09.000000,54.96,3.28,0.02,3.04,0
2024-03-24T19:59:30.000000,52.2,3.34,0.02,2.98,1
2024-03-24T20:13:41.000000,52.5,3.32,0.02,3.0,0
2024-03-24T22:35:09.000000,52.86,3.32,0.02,2.98,1
2024-03-24T23:49:49.000000,51.34,3.38,0.02,2.94,1
2024-03-25T02:45:54.000000,51.9,3.38,0.02,2.96,1
2024-03-25T03:07:01.000000,53.9,3.38,0.04,2.96,1
2024-03-25T05:25:32.000000,53.6,3.38,0.04,2.98,1
2024-03-25T09:18:55.000000,53.48,3.4,0.04,2.98,1
2024-03-25T10:35:00.000000,53.2,3.4,0.04,3.0,0
2024-03-25T10:37:01.000000,51.88,3.46,0.04,2.94,1
2024-03-25T11:10:40.000000,50.42,3.52,0.04,2.88,1
2024-03-25T11:56:54.000000,50.5,3.54,0.04,2.88,1
2024-03-25T13:39:13.000000,51.18,3.52,0.04,2.94,1
2024-03-25T20:00:07.000000,47.9,3.58,0.02,2.88,1
2024-03-25T20:00:11.000000,45.3,3.62,0.02,2.82,1
2024-03-25T21:16:10.000000,46.68,3.58,0.02,2.8,1
2024-03-25T22:46:47.000000,46.68,3.58,0.02,2.78,1
2024-03-25T23:23:50.000000,47.18,3.56,0.02,2.82,1
2024-03-26T02:10:26.000000,47.12,3.54,0.02,2.84,1
2024-03-26T02:58:49.000000,45.56,3.58,0.02,2.82,1
2024-03-26T05:12:17.000000,45.8,3.56,0.02,2.8,1
2024-03-26T05:12:26.000000,48.16,3.56,0.02,2.84,1
2024-03-26T07:45:42.000000,48.62,3.56,0.02,2.9,1
2024-03-26T07:48:23.000000,44.56,3.62,0.02,2.84,1
2024-03-26T10:07:51.000000,45.02,3.6,0.02,2.84,1
2024-03-26T13:02:06.000000,44.78,3.62,0.02,2.84,1
2024-03-26T13:15:58.000000,44.24,3.62,0.02,2.8,1
2024-03-26T17:08:18.000000,45.94,3.58,0.02,2.84,1
2024-03-26T19:53:00.000000,44.96,3.62,0.02,2.82,1
2024-03-26T20:40:31.000000,44.8,3.62,0.02,2.8,1
2024-03-26T21:20:55.000000,47.32,3.54,0.02,2.88,1
2024-03-27T00:49:12.000000,48.3,3.5,0.02,2.92,1
2024-03-27T05:03:22.000000,47.6,3.52,0.02,2.86,1
2024-03-27T06:41:00.000000,50.94,3.44,0.02,2.94,1
2024-03-27T07:00:05.000000,52.04,3.44,0.02,2.94,1
2024-03-27T07:20:44.000000,52.5,3.44,0.02,2.94,1
2024-03-27T10:43:10.000000,54.14,3.4,0.02,2.96,1
2024-03-27T14:52:27.000000,52.42,3.44,0.02,2.9,1
2024-03-27T17:30:08.000000,52.36,3.46,0.02,2.88,1
2024-03-27T18:07:23.000000,52.02,3.46,0.02,2.84,1
2024-03-27T19:17:43.000000,53.38,3.44,0.02,2.84,1
2024-03-27T21:02:34.000000,54.62,3.4,0.02,2.82,1
2024-03-27T22:14:17.000000,55.9,3.36,0.02,2.84,1
2024-03-27T23:18:51.000000,55.8,3.36,0.02,2.82,1
2024-03-28T00:06:36.000000,55.76,3.38,0.02,2.8,1
2024-03-28T02:41:40.000000,57.76,3.36,0.02,2.8,1
2024-03-28T05:21:39.000000,57.6,3.36,0.02,2.76,1
2024-03-28T05:51:39.000000,56.7,3.4,0.02,2.72,1
2024-03-28T06:14:02.000000,57.72,3.36,0.02,2.76,1
2024-03-28T08:15:06.000000,60.54,3.3,0.04,2.82,1
2024-03-28T09:00:19.000000,63.2,3.24,0.06,2.88,1
2024-03-28T10:43:14.000000,62.98,3.24,0.06,2.84,1
2024-03-28T11:36:43.000000,63.8,3.22,0.06,2.84,1
2024-03-28T14:32:19.000000,65.08,3.18,0.06,2.86,1
2024-03-28T15:00:32.000000,68.08,3.12,0.06,2.9,1
2024-03-28T21:44:05.000000,63.76,3.2,0.04,2.84,1
2024-03-28T22:38:52.000000,63.42,3.2,0.04,2.78,1
2024-03-28T23:37:28.000000,64.04,3.18,0.04,2.82,1
2024-03-29T01:38:31.000000,65.96,3.12,0.04,2.8,1
2024-03-29T01:42:55.000000,67.02,3.08,0.04,2.84,1
2024-03-29T04:23:25.000000,69.88,3.0,0.04,2.9,1
2024-03-29T05:43:18.000000,71.52,2.92,0.04,2.96,1
2024-03-29T07:08:46.000000,71.24,2.94,0.04,2.94,1
2024-03-29T10:50:15.000000,71.86,2.92,0.04,2.98,1
2024-03-29T11:45:55.000000,76.16,2.88,0.04,3.02,0
2024-03-29T14:40:20.000000,74.76,2.92,0.04,3.04,0
2024-03-29T14:58:22.000000,74.42,2.94,0.04,3.02,0
2024-03-29T15:09:01.000000,76.86,2.88,0.04,3.06,0
2024-03-29T17:17:47.000000,78.1,2.84,0.04,3.1,0
2024-03-29T19:25:54.000000,81.1,2.78,0.04,3.16,0
2024-03-30T06:19:30.000000,79.42,2.84,0.04,3.14,0
2024-03-30T09:59:31.000000,77.68,2.84,0.06,3.12,0
2024-03-30T10:26:47.000000,79.8,2.78,0.06,3.12,0
2024-03-30T12:01:07.000000,81.24,2.74,0.06,3.16,0
2024-03-30T12:45:18.000000,83.26,2.7,0.06,3.2,0
2024-03-30T13:58:10.000000,82.9,2.7,0.06,3.2,0
2024-03-30T17:01:10.000000,84.84,2.66,0.06,3.22,0
2024-03-30T17:15:09.000000,83.74,2.68,0.06,3.2,0
2024-03-30T19:40:44.000000,86.28,2.6,0.08,3.26,0
2024-03-30T20:04:59.000000,85.78,2.62,0.08,3.26,0
2024-03-31T00:26:31.000000,84.62,2.64,0.08,3.22,0
2024-03-31T07:50:53.000000,83.72,2.68,0.08,3.16,0
2024-03-31T08:01:36.000000,83.98,2.66,0.08,3.22,0
2024-03-31T08:07:21.000000,82.08,2.68,0.08,3.22,0
2024-03-31T09:56:01.000000,80.34,2.68,0.08,3.22,0
2024-04-01T00:09:08.000000,82.78,2.64,0.08,3.26,0
2024-04-01T00:41:53.000000,81.42,2.68,0.08,3.28,0
2024-04-01T00:52:03.000000,81.62,2.68,0.08,3.3,0
2024-04-01T02:28:31.000000,86.12,2.6,0.08,3.34,0
2024-04-01T03:09:38.000000,91.06,2.54,0.1,3.4,1
2024-04-01T05:38:58.000000,89.8,2.56,0.1,3.38,1
2024-04-01T07:12:50.000000,88.14,2.62,0.1,3.34,1
2024-04-01T09:55:48.000000,87.34,2.64,0.1,3.34,1
2024-04-01T09:56:04.000000,87.76,2.62,0.1,3.36,1
2024-04-01T12:26:01.000000,90.08,2.54,0.1,3.4,1
2024-04-01T13:24:58.000000,88.1,2.56,0.1,3.38,1
2024-04-01T14:12:05.000000,88.92,2.54,0.1,3.42,1
2024-04-01T15:36:46.000000,89.38,2.52,0.1,3.46,1
2024-04-01T19:33:17.000000,88.64,2.54,0.1,3.42,1
2024-04-01T20:02:04.000000,90.08,2.54,0.08,3.4,0
2024-04-01T20:11:13.000000,90.84,2.54,0.06,3.4,0
2024-04-01T20:45:10.000000,90.8,2.56,0.06,3.4,0
2024-04-01T21:59:12.000000,93.62,2.54,0.06,3.44,0
2024-04-01T23:35:16.000000,93.32,2.54,0.06,3.44,0
2024-04-02T00:46:38.000000,89.9,2.6,0.06,3.38,0
2024-04-02T00:50:03.000000,90.26,2.58,0.06,3.42,0
2024-04-02T00:56:22.000000,91.86,2.54,0.06,3.46,0
2024-04-02T04:18:01.000000,91.24,2.56,0.06,3.42,0
2024-04-02T04:42:44.000000,89.14,2.62,0.06,3.42,0
2024-04-02T05:59:11.000000,89.02,2.62,0.06,3.44,0
2024-04-02T08:02:09.000000,88.3,2.62,0.06,3.42,0
2024-04-02T09:10:15.000000,86.84,2.68,0.06,3.42,0
2024-04-02T12:47:16.000000,87.1,2.68,0.06,3.44,0
2024-04-02T14:26:01.000000,87.18,2.68,0.06,3.44,0
2024-04-02T18:50:06.000000,84.6,2.68,0.06,3.42,0
2024-04-02T19:59:18.000000,84.4,2.7,0.06,3.4,0
2024-04-02T20:23:35.000000,84.56,2.68,0.06,3.4,0
2024-04-02T21:33:12.000000,84.06,2.68,0.06,3.4,0
2024-04-03T00:38:03.000000,82.98,2.72,0.06,3.36,0
2024-04-03T01:19:32.000000,80.0,2.78,0.06,3.28,0
2024-04-03T02:18:45.000000,80.7,2.76,0.06,3.3,0
2024-04-03T03:05:08.000000,79.4,2.8,0.04,3.28,0
2024-04-03T04:58:48.000000,79.52,2.8,0.04,3.3,0
2024-04-03T06:26:08.000000,78.26,2.84,0.04,3.3,0
2024-04-03T07:36:52.000000,76.66,2.86,0.04,3.28,0
2024-04-03T08:17:15.000000,76.22,2.86,0.04,3.22,0
2024-04-03T17:36:19.000000,77.4,2.84,0.04,3.26,0
2024-04-04T00:17:33.000000,77.58,2.84,0.04,3.26,0
2024-04-04T00:36:50.000000,78.92,2.84,0.02,3.24,0
2024-04-04T02:26:18.000000,79.36,2.82,0.02,3.24,0
2024-04-04T03:03:28.000000,79.62,2.82,0.02,3.26,0
2024-04-04T03:13:51.000000,80.22,2.78,0.02,3.32,0
2024-04-04T05:37:08.000000,81.04,2.76,0.02,3.3,0
2024-04-04T06:04:55.000000,80.1,2.8,0.02,3.28,0
2024-04-04T08:23:58.000000,78.38,2.84,0.02,3.26,0
2024-04-04T09:42:56.000000,75.86,2.86,0.02,3.22,0
2024-04-04T09:43:01.000000,75.4,2.86,0.02,3.18,0
2024-04-04T10:11:24.000000,78.48,2.8,0.04,3.24,0
2024-04-04T10:26:59.000000,74.36,2.86,0.04,3.22,0
2024-04-04T13:06:40.000000,72.62,2.86,0.02,3.22,0
2024-04-04T13:39:57.000000,75.34,2.82,0.02,3.24,0
2024-04-04T16:07:47.000000,77.1,2.76,0.02,3.28,0
2024-04-04T18:06:44.000000,77.62,2.74,0.02,3.3,0
2024-04-04T18:47:07.000000,78.94,2.7,0.02,3.32,0
2024-04-04T19:01:30.000000,77.34,2.74,0.02,3.32,0
2024-04-04T20:00:56.000000,77.2,2.76,0.02,3.32,0
2024-04-04T21:39:20.000000,76.78,2.76,0.02,3.32,0
2024-04-04T22:56:04.000000,78.14,2.72,0.02,3.36,0
2024-04-04T23:05:31.000000,80.0,2.66,0.02,3.42,0
2024-04-04T23:32:03.000000,76.14,2.72,0.02,3.42,0
2024-04-05T02:01:03.000000,73.12,2.78,0.02,3.38,0
2024-04-05T03:29:16.000000,75.76,2.7,0.04,3.46,0
2024-04-05T06:59:36.000000,75.16,2.7,0.04,3.44,0
2024-04-05T09:52:17.000000,75.44,2.68,0.04,3.44,0
2024-04-05T13:09:01.000000,79.44,2.62,0.04,3.5,0
2024-04-05T18:04:00.000000,82.7,2.56,0.04,3.52,0
2024-04-05T21:59:04.000000,81.02,2.62,0.04,3.48,0
2024-04-05T22:12:43.000000,81.02,2.62,0.04,3.46,0
2024-04-06T00:19:33.000000,81.94,2.6,0.04,3.46,0
2024-04-06T01:05:51.000000,81.0,2.62,0.04,3.42,0
2024-04-06T01:20:23.000000,81.06,2.62,0.04,3.44,0
2024-04-06T02:34:12.000000,83.08,2.56,0.06,3.44,0
2024-04-06T02:41:06.000000,83.58,2.52,0.06,3.42,0
2024-04-06T03:36:20.000000,85.44,2.48,0.06,3.44,1
2024-04-06T05:23:32.000000,84.5,2.52,0.06,3.46,0
2024-04-06T08:43:37.000000,84.4,2.52,0.06,3.48,0
2024-04-06T09:09:02.000000,84.12,2.54,0.06,3.48,0
2024-04-06T10:04:43.000000,81.98,2.6,0.06,3.44,0
2024-04-06T11:25:48.000000,82.88,2.58,0.06,3.48,0
2024-04-06T12:25:54.000000,83.18,2.58,0.06,3.5,0
2024-04-06T14:53:04.000000,82.68,2.6,0.06,3.46,0
2024-04-06T15:48:14.000000,82.42,2.6,0.06,3.48,0
2024-04-06T20:23:30.000000,82.3,2.6,0.06,3.46,0
2024-04-06T22:52:07.000000,82.1,2.62,0.06,3.4,0
2024-04-06T23:43:39.000000,81.68,2.64,0.06,3.38,0
2024-04-07T01:44:17.000000,81.68,2.64,0.06,3.4,0
2024-04-07T01:54:56.000000,79.92,2.66,0.06,3.38,0
2024-04-07T02:22:23.000000,79.32,2.68,0.06,3.36,0
2024-04-07T05:32:57.000000,78.22,2.68,0.06,3.38,0
2024-04-07T06:17:57.000000,78.6,2.66,0.06,3.38,0
2024-04-07T06:25:10.000000,78.5,2.66,0.06,3.38,0
2024-04-07T06:57:19.000000,79.46,2.64,0.06,3.4,0
2024-04-07T07:45:37.000000,79.44,2.64,0.06,3.4,0
2024-04-07T07:57:03.000000,79.7,2.62,0.06,3.38,0
2024-04-07T10:56:16.000000,79.48,2.64,0.06,3.38,0
2024-04-07T15:17:20.000000,78.36,2.68,0.06,3.36,0
2024-04-07T17:59:44.000000,78.26,2.7,0.06,3.36,0
2024-04-07T21:52:13.000000,76.18,2.74,0.04,3.36,0
2024-04-07T22:42:11.000000,75.64,2.74,0.04,3.32,0
2024-04-07T23:32:34.000000,72.88,2.8,0.04,3.32,0
2024-04-08T00:17:20.000000,69.98,2.86,0.04,3.3,0
2024-04-08T02:37:58.000000,70.16,2.86,0.04,3.3,0
2024-04-08T05:50:47.000000,72.62,2.84,0.04,3.28,0
2024-04-08T10:50:30.000000,71.38,2.88,0.04,3.3,0
2024-04-08T14:14:38.000000,70.82,2.92,0.04,3.26,0
2024-04-08T14:14:51.000000,69.58,2.96,0.04,3.22,0
2024-04-08T16:02:46.000000,72.96,2.92,0.04,3.24,0
2024-04-08T19:38:27.000000,72.14,2.94,0.04,3.22,0
2024-04-08T21:48:36.000000,72.5,2.94,0.04,3.2,0
2024-04-08T22:52:09.000000,72.14,2.96,0.04,3.14,0
2024-04-08T23:16:55.000000,72.34,2.96,0.04,3.14,0
2024-04-08T23:25:42.000000,70.06,3.02,0.02,3.1,0
2024-04-08T23:41:06.000000,69.58,3.02,0.02,3.12,0
2024-04-08T23:50:43.000000,68.28,3.06,0.02,3.08,0
2024-04-08T23:59:57.000000,64.5,3.12,0.02,3.06,0
2024-04-09T01:49:12.000000,61.0,3.18,0.02,3.0,0
2024-04-09T01:51:55.000000,61.66,3.14,0.02,3.06,0
2024-04-09T03:38:11.000000,62.28,3.12,0.02,3.12,0
2024-04-09T06:39:13.000000,62.3,3.12,0.02,3.14,0
2024-04-09T06:50:29.000000,65.14,3.06,0.02,3.2,0
2024-04-09T07:06:27.000000,63.64,3.1,0.02,3.2,0
2024-04-09T08:25:09.000000,61.3,3.16,0.0,3.14,0
2024-04-09T16:01:25.000000,60.72,3.2,0.0,3.16,0
2024-04-09T18:48:02.000000,58.3,3.26,0.0,3.14,0
2024-04-09T23:25:15.000000,58.4,3.24,0.0,3.12,0
2024-04-10T00:16:25.000000,59.94,3.2,0.0,3.12,0
2024-04-10T00:50:08.000000,60.06,3.18,0.0,3.14,0
2024-04-10T00:55:52.000000,64.0,3.12,0.02,3.18,0
2024-04-10T02:20:11.000000,63.48,3.12,0.02,3.18,0
2024-04-10T07:11:39.000000,63.36,3.12,0.02,3.2,0
2024-04-10T08:46:42.000000,63.48,3.12,0.02,3.22,0
2024-04-10T12:37:03.000000,62.72,3.14,0.02,3.16,0
2024-04-10T13:09:34.000000,61.26,3.18,0.02,3.14,0
2024-04-10T17:03:27.000000,63.02,3.1,0.02,3.22,0
2024-04-11T00:11:50.000000,64.86,3.06,0.02,3.24,0
2024-04-11T00:28:31.000000,65.02,3.08,0.02,3.22,0
2024-04-11T01:55:43.000000,63.76,3.12,0.02,3.18,0
2024-04-11T02:20:29.000000,63.16,3.16,0.02,3.2,0
2024-04-11T02:22:30.000000,60.44,3.24,0.02,3.12,0
2024-04-11T05:56:15.000000,60.64,3.24,0.02,3.12,0
2024-04-11T06:09:56.000000,59.32,3.28,0.02,3.12,0
2024-04-11T07:30:36.000000,59.44,3.26,0.02,3.1,0
2024-04-11T10:12:00.000000,58.96,3.26,0.02,3.12,0
2024-04-11T10:41:24.000000,58.12,3.28,0.02,3.08,0
2024-04-11T11:44:28.000000,58.58,3.26,0.02,3.08,0
2024-04-11T14:53:25.000000,61.4,3.2,0.02,3.14,0
2024-04-11T15:08:16.000000,62.46,3.16,0.02,3.16,0
2024-04-11T15:32:54.000000,61.9,3.16,0.02,3.14,0
2024-04-11T20:34:02.000000,65.72,3.1,0.02,3.2,0
2024-04-11T21:03:13.000000,65.14,3.12,0.02,3.14,0
2024-04-11T22:02:53.000000,66.94,3.06,0.02,3.16,0
2024-04-12T02:02:25.000000,66.72,3.06,0.02,3.18,0
2024-04-12T08:07:16.000000,63.72,3.12,0.02,3.16,0
2024-04-12T10:13:55.000000,63.76,3.12,0.02,3.16,0
2024-04-12T10:23:56.000000,65.2,3.06,0.02,3.18,0
2024-04-12T11:14:01.000000,65.84,3.04,0.02,3.24,0
2024-04-12T12:35:40.000000,62.86,3.1,0.02,3.22,0
2024-04-12T14:26:18.000000,62.06,3.12,0.02,3.16,0
2024-04-12T14:33:19.000000,60.16,3.18,0.02,3.18,0
2024-04-12T15:05:26.000000,60.04,3.16,0.02,3.2,0
2024-04-12T15:15:46.000000,60.12,3.14,0.02,3.2,0
2024-04-12T16:25:11.000000,61.96,3.08,0.02,3.24,0
2024-04-12T17:10:03.000000,62.52,3.08,0.02,3.24,0
2024-04-13T00:16:36.000000,64.74,3.02,0.02,3.3,0
2024-04-13T03:57:45.000000,65.94,2.98,0.02,3.28,0
2024-04-13T04:11:55.000000,68.08,2.92,0.02,3.34,0
2024-04-13T04:24:23.000000,70.3,2.88,0.02,3.36,0
2024-04-13T06:09:00.000000,70.1,2.88,0.02,3.36,0
2024-04-13T06:13:31.000000,70.74,2.86,0.02,3.36,0
2024-04-13T09:02:18.000000,69.94,2.88,0.02,3.34,0
2024-04-13T09:28:57.000000,69.46,2.9,0.02,3.34,0
2024-04-13T10:37:19.000000,70.46,2.88,0.02,3.38,0
2024-04-13T12:20:33.000000,70.0,2.9,0.02,3.32,0
2024-04-13T12:50:23.000000,70.06,2.9,0.02,3.32,0
2024-04-13T12:57:10.000000,69.24,2.94,0.02,3.34,0
2024-04-13T15:34:45.000000,68.82,2.94,0.02,3.34,0
2024-04-13T16:26:16.000000,70.04,2.92,0.02,3.38,0
2024-04-13T21:32:05.000000,65.98,2.98,0.0,3.32,0
2024-04-13T23:20:14.000000,67.76,2.94,0.0,3.34,0
2024-04-14T00:45:49.000000,68.24,2.92,0.0,3.36,0
2024-04-14T01:24:14.000000,67.96,2.94,0.0,3.36,0
2024-04-14T02:38:57.000000,68.88,2.92,0.0,3.4,0
2024-04-14T06:26:52.000000,69.64,2.88,0.0,3.44,0
2024-04-14T06:49:00.000000,70.0,2.88,0.0,3.44,0
2024-04-14T13:06:16.000000,69.44,2.88,0.02,3.44,0
2024-04-14T17:16:18.000000,69.82,2.86,0.02,3.48,0
2024-04-14T20:44:23.000000,71.54,2.82,0.02,3.54,0
2024-04-14T23:00:49.000000,72.78,2.76,0.02,3.56,0
2024-04-15T05:06:04.000000,75.68,2.68,0.02,3.62,0
2024-04-15T05:45:31.000000,76.42,2.66,0.02,3.62,0
2024-04-15T06:51:52.000000,76.32,2.68,0.02,3.56,0
2024-04-15T08:10:42.000000,76.84,2.68,0.02,3.56,0
2024-04-15T09:16:18.000000,78.44,2.64,0.02,3.56,0
2024-04-15T12:05:29.000000,81.18,2.58,0.02,3.64,0
2024-04-15T12:50:37.000000,80.32,2.6,0.02,3.6,0
2024-04-15T14:55:04.000000,78.3,2.64,0.02,3.58,0
2024-04-15T15:12:53.000000,77.46,2.66,0.02,3.54,0
2024-04-15T16:07:35.000000,76.92,2.68,0.02,3.5,0
2024-04-15T16:37:29.000000,76.14,2.68,0.02,3.5,0
2024-04-15T16:42:10.000000,78.26,2.6,0.02,3.54,0
2024-04-15T18:16:08.000000,77.2,2.62,0.02,3.52,0
2024-04-15T21:10:27.000000,75.6,2.68,0.02,3.48,0
2024-04-15T21:13:41.000000,76.0,2.66,0.02,3.48,0
2024-04-15T23:53:29.000000,76.02,2.66,0.02,3.42,0
2024-04-16T02:15:32.000000,76.1,2.66,0.02,3.44,0
2024-04-16T02:59:37.000000,78.08,2.6,0.02,3.46,0
2024-04-16T04:35:05.000000,77.34,2.6,0.02,3.4,0
